N_id,Title,Main Genre,Sub Genres,Release Year,Maturity Rating,Original Audio,Recommendations,Recommendation_Count
81025509,Synchronic,Thriller,"Sci-Fi, Crime, Thriller, Mystery, US",2020,A,English [Original],"81277610, 81288179, 80231903, 81023636, 80206300, 80217569, 80092885, 80134431, 80216758, 80210767, 80183339, 80991158",12
81025595,I'M No Longer Here,Drama,"Music, Mexican, Drama, Independent, Social Issue Dramas",2019,U/A 16+,"Spanish Latin America [Original], Spanish Latin America - Audio Description","81040344, 80133042, 81357618, 70241340, 81322606, 80990345, 70298433, 81008489, 60023237, 81629642, 81087583, 81601351",12
81026007,Liss Pereira: Reteniendo Líquidos,Comedy,"Colombian, Stand-Up Comedy",2019,U/A 13+,Spanish Latin America [Original],"80192064, 80192062, 81580505, 81006826, 81454281, 81026008, 80194946, 81725967, 81446278, 80183197, 81206241, 80124725",12
81026008,Ricardo Quevedo: Los Amargados Somos Más,Comedy,"Colombian, Stand-Up Comedy",2019,A,Spanish Latin America [Original],"80192136, 80192062, 81580505, 81091382, 81006826, 81026007, 81454281, 80194946, 81725967, 81446278, 80183197, 81206241",12
81026181,A Castle For Christmas,Romance,"Romantic Comedies, Comedy, Romantic, US",2021,U/A 7+,"English [Original], Hindi, English - Audio Description","81779944, 80177441, 81416312, 81045305, 81344378, 80231468, 80160759, 80242926, 81609503, 81696232, 81026188, 81696236",12
81026186,Operation Christmas Drop,Romance,"Family, Children & Family, Romantic Comedies, Comedy, Romantic, US",2020,U/A 7+,"English [Original], English - Audio Description","80177441, 80242926, 80231468, 81344378, 80999781, 80160759, 81392060, 80242446, 81026181, 81026188, 81477797, 81034553",12
81026188,The Knight Before Christmas,Romance,"Family, Romantic Comedies, Comedy, Romantic, US",2019,U/A 13+,"English [Original], Hindi, English - Audio Description","81262270, 80177441, 81764579, 81416268, 80238204, 81416312, 80242926, 81029841, 80160759, 81084350, 80242446, 81026181",12
81026327,Firebrand,Drama,"Drama, Social Issue Dramas, Marathi-Language",2019,A,"Marathi - Audio Description, Marathi [Original], Hindi","81281554, 81285942, 80018695, 81176968, 70113305, 70170277, 81206929, 81004536, 81018239, 81278142, 70144560, 81074367",12
81026434,Untold: Breaking Point,Documentary,"Documentaries, Sports, US",2021,U/A 16+,"English [Original], English - Audio Description","81084829, 81569920, 81026438, 81128594, 80204890, 81681112, 80203144, 81685880, 81025735, 81026443, 81026440, 81739957",12
81026436,Untold: Caitlyn Jenner,Documentary,"Documentaries, LGBTQ, Sports, US",2021,U/A 16+,"English [Original], English - Audio Description","81580141, 81644798, 81130130, 81254340, 81026438, 81590934, 81177110, 81026437, 81685880, 81713263, 81216491, 81380540",12
81026437,Untold: Deal With The Devil,Documentary,"Documentaries, LGBTQ, Crime, Boxing, Sports, True Crime Documentaries, US",2021,A,"English [Original], English - Audio Description","81084829, 81062828, 81764952, 81048394, 81582384, 60031683, 81026438, 81331076, 80049873, 81026436, 81666858, 81231181",12
81026438,Untold: Crime & Penalties,Documentary,"Documentaries, Crime, Sports, US",2021,A,"English [Original], English - Audio Description","81084829, 81580141, 81062828, 80218338, 81582794, 80203144, 81666858, 81452996, 81600031, 81026443, 81665042, 81757014",12
81026439,Untold: Malice At The Palace,Documentary,"Documentaries, Crime, Sports, US",2021,U/A 16+,"English [Original], English - Audio Description","81084829, 81580141, 81720808, 81005126, 81274937, 81386989, 80203144, 81681112, 81452996, 81026437, 81644531, 81026443",12
81026440,Untold: The Rise And Fall Of And1,Documentary,"Documentaries, Business Documentaries, Historical Documentaries, Sports, US",2022,U/A 16+,"English [Original], English - Audio Description","81084829, 81580141, 81720808, 81005126, 81274937, 81386989, 80203144, 81681112, 81452996, 81644531, 81026443, 81026439",12
81026443,Untold: Operation Flagrant Foul,Documentary,"Documentaries, Historical Documentaries, Crime, Sports, US",2022,U/A 16+,"English [Original], English - Audio Description","81084829, 81062828, 81720808, 81274937, 81386989, 80203144, 81452996, 81644531, 81026440, 81665042, 81026439, 81757014",12
81026705,High Society,Drama,"Korean, Drama",2018,A,"Korean [Original], Korean - Audio Description","81765848, 81303838, 81517170, 81002451, 81312809, 81718141, 81002951, 81691576, 60023237, 81779693, 80239462, 81261676",12
81026818,The Kissing Booth 2,Romance,"Romantic Comedies, Comedy, Romantic, Based on Books, Teen, US",2020,U/A 13+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","80203147, 81030842, 81132038, 81127150, 81019888, 81446038, 81002412, 80239639, 81040397, 80125979, 81026819, 80143556",12
81026819,The Kissing Booth 3,Romance,"Romantic Comedies, Comedy, Romantic, Based on Books, Teen, US",2021,U/A 13+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","80203147, 81030842, 81388078, 81019888, 81446038, 81002412, 81026818, 80239639, 81447264, 81040397, 81132038, 80143556",12
81028225,Scrooge: A Christmas Carol,Kids,"Family, Children & Family, Kids Music, Based on Books, Musicals, US",2022,U/A 7+,"English [Original], Hindi, English - Audio Description","60000901, 81151926, 80232043, 81487903, 80199682, 81316603, 80183187, 81309564, 80230507, 81745658, 80996790, 81029733",12
81028336,Miss Americana,Documentary,"Music, Documentaries, Biographical Documentaries, US",2020,U/A 13+,"English [Original], English - Audio Description","81930855, 81238721, 81644798, 81912861, 81720500, 81587828, 81106901, 81177110, 81254437, 80196586, 81031929, 81013626",12
81028404,Eerie,Horror,"Filipino, Horror",2019,U/A 16+,"Filipino - Audio Description, Filipino [Original]","81757583, 70032591, 80991313, 81764152, 81675814, 81224632, 81752733, 81577428, 81599888, 81282019, 80219131, 81486809",12
81028870,The Devil All The Time,Drama,"Crime, Drama, Thriller, Based on Books, US",2020,A,"English [Original], English - Audio Description","81345983, 950149, 80135164, 81477746, 80152434, 80223997, 80240537, 60022700, 81092222, 81592177, 81444818, 81225962",12
81028975,The Unforgivable,Drama,"Crime, Drama, US",2021,A,"English [Original], Hindi, English - Audio Description","80210920, 81260083, 81393386, 81058695, 80992607, 81435227, 80223927, 60022967, 80128245, 81564396, 81043365, 80149312",12
81028990,Red Dot,Thriller,"Swedish, Thriller",2021,A,"English, Swedish [Original], Swedish - Audio Description","80198478, 81013927, 81044248, 81232463, 81350329, 81038588, 60022700, 80157072, 81449034, 81170838, 80994937, 81174182",12
81029148,Cobalt Blue,Drama,"Hindi-Language, LGBTQ, Drama, Independent, Based on Books",2022,A,"Hindi - Audio Description, English, Hindi [Original]","81907297, 81287844, 81789536, 80168189, 81177367, 81688765, 81059939, 81689962, 81645391, 81210762, 81589003, 80235267",12
81029150,Bulbbul,Drama,"Hindi-Language, Horror, Period Pieces, Social Issue Dramas",2020,U/A 16+,"Hindi - Audio Description, English, Hindi [Original]","80996338, 81760372, 81061353, 81644920, 81683124, 81267359, 81243747, 81496130, 70037493, 81088083, 81151880, 81061789",12
81029383,The Tree Of Blood,Drama,"Spanish, LGBTQ, Drama, Independent, Romantic",2018,A,"Spanish Spain - Audio Description, English, Spanish Spain [Original]","81713120, 81463577, 81030855, 81559019, 81567028, 80168029, 70055221, 81476441, 60023237, 81176731, 81261676, 81074367",12
81029733,A Boy Called Christmas,Kids,"Family, Children & Family, British, Based on Books",2021,U/A 7+,"English [Original], Hindi, English - Audio Description","60000901, 81023618, 80232043, 80199682, 81316603, 81220825, 81309564, 80183187, 81399299, 80992263, 81028225, 80988988",12
81029736,Pachamama,Kids,Children & Family,2019,U/A 7+,"English [Original], English - Audio Description","80988892, 81058433, 81370442, 80214236, 81487903, 81267965, 80161029, 81191856, 81354554, 81028225, 80178603, 81354432",12
81029777,Gims: On The Record,Documentary,"Music, French, Documentaries, Hip-Hop, Biographical Documentaries, Social & Cultural Docs",2020,U/A 16+,"English, French [Original], French - Audio Description","81005126, 80216665, 81092697, 81285390, 81681112, 81106901, 81426972, 81275686, 81046796, 81276508, 81013626, 81313522",12
81029841,A Christmas Prince: The Royal Baby,Drama,"Family, Children & Family, Drama, Romantic, US",2019,U/A 7+,"English [Original], Hindi, English - Audio Description","81262270, 80177441, 80245601, 80238204, 80242926, 81416312, 80160759, 81084350, 81609503, 81026181, 81026188, 81228331",12
81029875,Brazen,Thriller,"Crime, Thriller, Mystery, Based on Books, US",2022,A,"English [Original], Hindi, English - Audio Description","81477746, 80206420, 81283586, 81500381, 70113299, 81092222, 60022700, 80242820, 81045557, 81338273, 80998968, 81225962",12
81030151,Haikyu!! Movie 3: Genius And Sense,Anime,"Shounen Anime, Japanese, Drama Anime, Teen, Anime Features, Sports Anime, School Anime, Sports",2017,U/A 13+,Japanese [Original],"80245713, 81091393, 80991755, 80236253, 80063153, 81563026, 80090673, 81030152, 81177634, 81318842, 80134174, 80134173",12
81030152,Haikyu!! Movie 4: Battle Of Concepts,Anime,"Shounen Anime, Japanese, Drama Anime, Teen, Anime Features, Sports Anime, School Anime, Sports",2017,U/A 7+,Japanese [Original],"80245713, 80991755, 80236253, 80063153, 81563026, 80090673, 81318842, 81400497, 70205012, 80134174, 81030151, 80134173",12
81030202,Trivisa,Drama,"Hong Kong, Crime, Drama, Action & Adventure, Chinese",2016,A,Cantonese [Original],"81746263, 70060918, 70001550, 70080481, 80997398, 70309225, 80144152, 81718925, 80135353, 70209633, 80117455, 81552055",12
81030342,Los Tigres Del Norte At Folsom Prison,Documentary,"Music, Mexican, Documentaries, Concerts, Biographical Documentaries, Social & Cultural Docs",2019,U/A 13+,"Spanish Latin America [Original], Spanish Latin America - Audio Description","80184569, 81404182, 80991872, 80244683, 81460514, 81761916, 80116922, 81511776, 81771021, 81713263, 81045551, 81637008",12
81030409,The House Of Flowers Presents: The Funeral,Comedy,"TV Dramas, Mexican, TV Comedies",2019,U/A 13+,"English, Spanish Latin America [Original], Spanish Latin America - Audio Description","80160935, 81169148, 81398899, 81435203, 81167761, 80213288, 80211572, 81304948, 81002483, 81321375, 81175669, 81494917",12
81030422,The Perfect Find,Romance,"Romantic Comedies, Comedy, Romantic, Based on Books, US",2023,U/A 16+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","81275215, 81472868, 81076586, 81675070, 80202920, 80999781, 81392060, 81643440, 80189630, 70276715, 80125979, 81034895",12
81030627,Shazam!,Action,"Family, Comedy, Action & Adventure, US",2019,U/A 13+,"Hindi, English [Original]","81251375, 81602831, 81652327, 70097577, 81037695, 80166369, 81057361, 81489818, 81465707, 81416258, 81762779, 80037476",12
81030789,Lionheart,Drama,"Nollywood, Drama, Comedy, Independent, African",2018,U/A 13+,"English [Original], English - Audio Description","81434660, 81591155, 81478629, 81074015, 81521086, 81630495, 81681233, 81172848, 81397731, 81270767, 81392180, 81282563",12
81030821,The Last Letter From Your Lover,Romance,"British, Drama, Romantic, Based on Books",2021,U/A 16+,"English [Original], Hindi, English - Audio Description","81349306, 80208802, 81410649, 81002196, 81564396, 70059993, 60023237, 81447264, 80031629, 60036227, 80223371, 81418071",12
81030842,To All The Boys: P.S. I Still Love You,Romance,"Romantic Comedies, Comedy, Romantic, Based on Books, Teen, US",2020,U/A 13+,"English [Original], Hindi, English - Audio Description","80203147, 80179190, 81019888, 81446038, 81002412, 81026818, 80239639, 81249731, 81040397, 81324724, 81026819, 80143556",12
81030855,All Is Well,Drama,"German, Drama, Social Issue Dramas",2019,A,"German - Audio Description, German [Original]","81509477, 81713120, 81463577, 81559019, 81567028, 80168029, 81476441, 60023237, 81176731, 81069541, 81074367, 81029383",12
81030893,May The Devil Take You,Horror,"Indonesian, Horror",2018,A,"Indonesian - Audio Description, Indonesian [Original]","70032591, 81755776, 81675814, 80219131, 81016750, 81021831, 81767375, 81751929, 81678779, 81088277, 81644122, 80158148",12
81031178,Paskal,Action,"Malaysian, Military, Drama, Action & Adventure",2018,U/A 16+,"Malay [Original], Malay - Audio Description","81577427, 80067930, 81440944, 81041495, 81242574, 81243243, 81631030, 80178280, 81949600, 81753774, 81504695, 81292944",12
81031412,Jumping From High Places,Comedy,"Italian, Romantic Comedies, Drama, Comedy, Romantic, Based on Books",2022,U/A 13+,"Italian - Audio Description, English, Italian [Original]","81630894, 81354012, 81622697, 81278276, 81477801, 81425117, 81660233, 81465008, 81175173, 81046937, 81486147, 81106402",12
81031582,Blood Brothers: Malcolm X & Muhammad Ali,Documentary,"Documentaries, Historical Documentaries, Biographical Documentaries, Social & Cultural Docs, Sports, US",2021,U/A 16+,"English [Original], English - Audio Description","81596971, 80091741, 81321341, 80203144, 80217478, 80989772, 81231181, 80191045, 80202829, 80219054, 81341795, 80988518",12
81031929,Halftime,Documentary,"Music, Documentaries, Biographical Documentaries, Social & Cultural Docs, US",2022,U/A 16+,"English [Original], English - Audio Description","81930855, 81238721, 81644798, 81983946, 81720500, 81028336, 81106901, 81177110, 81590934, 80196586, 81013626, 81216491",12
81031939,Despite Everything,Comedy,"Spanish, Romantic Comedies, Comedy, Romantic",2019,U/A 16+,"Spanish Spain - Audio Description, English, Spanish Spain [Original]","80216541, 81388033, 81259382, 81215172, 81425117, 81478545, 81111925, 81175173, 81046937, 81059918, 81106402, 81043103",12
81032351,Family,Comedy,"Comedy, Independent, US",2018,U/A 16+,"Hindi, English [Original]","81595480, 81458920, 81305096, 80037761, 80117747, 81671213, 80013275, 81686180, 81683344, 80077229, 70117577, 81649297",12
81033086,Holiday Rush,Drama,"Family, Children & Family, Drama, US",2019,U/A 7+,"English [Original], Hindi, English - Audio Description","80177441, 80242926, 81045305, 80231468, 81609502, 80160759, 80108595, 81657786, 80242446, 81609509, 70276715, 80201542",12
81033429,15 August,Comedy,"Romantic Comedies, Drama, Comedy, Independent, Romantic, Marathi-Language",2019,U/A 16+,"Marathi - Audio Description, Marathi [Original], Hindi","70001237, 81281554, 81281469, 81602979, 81281511, 81281578, 81281584, 81760391, 81281527, 81281498, 81281581, 81026327",12
81033430,Music Teacher,Drama,"Hindi-Language, Drama, Independent",2019,U/A 13+,"Hindi - Audio Description, Hindi [Original]","81285942, 70113305, 81080769, 81088080, 81730353, 70071832, 70254352, 70275753, 81023713, 81278142, 81243745, 81026327",12
81033473,Evangelion: Death (True)²,Anime,"Sci-Fi & Fantasy Anime, Action Anime, Sci-Fi, Japanese, Action & Adventure, Anime Features",1998,U/A 16+,"English, Japanese [Original]","81091393, 70204970, 81736884, 80179831, 80174974, 80001305, 60024788, 81033445, 81439253, 81278456, 81054853, 80243876",12
81033516,River'S Edge,Drama,"Japanese, Drama, Teen",2018,A,"Japanese - Audio Description, Japanese [Original]","81062369, 81026705, 81517170, 81002451, 81312809, 81718141, 60023237, 81721454, 81043135, 81261676, 80239462, 81002951",12
81033865,The Wrong Missy,Comedy,"Romantic Comedies, Comedy, Romantic, US",2020,A,"English [Original], English - Audio Description","80242619, 80217525, 80063265, 80185070, 80231419, 81287254, 81161828, 80175147, 80183328, 60033311, 81674327, 70220030",12
81034010,Back To School,Comedy,"French, Comedy",2019,U/A 16+,"English, French [Original], French - Audio Description","81416977, 80175421, 81630883, 80987464, 81597242, 81004099, 81276519, 80999643, 81294142, 81674131, 81212484, 81306350",12
81034012,Street Flow,Drama,"French, Drama, Social Issue Dramas",2019,U/A 16+,"English, French [Original], French - Audio Description","81576814, 81312828, 81115400, 81640003, 81102814, 80226923, 81178339, 81348771, 81312798, 81522570, 81128450, 80217669",12
81034185,Athlete A,Documentary,"Documentaries, Crime, Sports, True Crime Documentaries, US",2020,A,"English [Original], English - Audio Description","81227735, 81130130, 81586385, 81254340, 81719138, 81685878, 81700902, 81685880, 81254224, 80221584, 81130691, 81384842",12
